Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result
484,6,05-03-2025 0:15:0,Busch Stadium,St. Louis Cardinals,New York Mets,3,9,New York Mets
485,6,05-03-2025 1:38:0,Angel Stadium,Los Angeles Angels,Detroit Tigers,1,9,Detroit Tigers
486,6,05-03-2025 2:15:0,Oracle Park,San Francisco Giants,Colorado Rockies,4,0,San Francisco Giants
487,6,05-03-2025 17:5:0,Yankee Stadium,New York Yankees,Tampa Bay Rays,2,3,Tampa Bay Rays
488,6,05-03-2025 18:10:0,Rate Field,Chicago White Sox,Houston Astros,3,8,Houston Astros
490,6,05-03-2025 19:7:0,Rogers Centre,Toronto Blue Jays,Cleveland Guardians,3,5,Cleveland Guardians
491,6,05-03-2025 20:5:0,PNC Park,Pittsburgh Pirates,San Diego Padres,1,2,San Diego Padres
492,6,05-03-2025 20:5:0,Oracle Park,San Francisco Giants,Colorado Rockies,6,3,San Francisco Giants
493,6,05-03-2025 20:10:0,Fenway Park,Boston Red Sox,Minnesota Twins,3,4,Minnesota Twins
494,6,05-03-2025 20:10:0,loanDepot park,Miami Marlins,Athletics,9,6,Miami Marlins
495,6,05-03-2025 22:5:0,Citizens Bank Park,Philadelphia Phillies,Arizona Diamondbacks,7,2,Philadelphia Phillies
496,6,05-03-2025 22:40:0,Great American Ball Park,Cincinnati Reds,Washington Nationals,6,11,Washington Nationals
497,6,05-03-2025 23:5:0,Globe Life Field,Texas Rangers,Seattle Mariners,1,2,Seattle Mariners
498,6,05-03-2025 23:10:0,American Family Field,Milwaukee Brewers,Chicago Cubs,2,6,Chicago Cubs
499,6,05-03-2025 23:15:0,Oriole Park at Camden Yards,Baltimore Orioles,Kansas City Royals,0,4,Kansas City Royals
500,6,05-03-2025 23:15:0,Truist Park,Atlanta Braves,Los Angeles Dodgers,3,10,Los Angeles Dodgers
501,6,05-04-2025 1:38:0,Angel Stadium,Los Angeles Angels,Detroit Tigers,5,2,Los Angeles Angels
511,6,05-04-2025 17:15:0,Busch Stadium,St. Louis Cardinals,New York Mets,6,5,St. Louis Cardinals
502,6,05-04-2025 17:35:0,Oriole Park at Camden Yards,Baltimore Orioles,Kansas City Royals,6,11,Kansas City Royals
503,6,05-04-2025 17:35:0,PNC Park,Pittsburgh Pirates,San Diego Padres,0,4,San Diego Padres
504,6,05-04-2025 17:35:0,Fenway Park,Boston Red Sox,Minnesota Twins,4,5,Minnesota Twins
505,6,05-04-2025 17:35:0,Yankee Stadium,New York Yankees,Tampa Bay Rays,5,7,Tampa Bay Rays
506,6,05-04-2025 17:37:0,Rogers Centre,Toronto Blue Jays,Cleveland Guardians,4,5,Cleveland Guardians
507,6,05-04-2025 17:40:0,loanDepot park,Miami Marlins,Athletics,2,3,Athletics
508,6,05-04-2025 18:5:0,Citizens Bank Park,Philadelphia Phillies,Arizona Diamondbacks,9,11,Arizona Diamondbacks
509,6,05-04-2025 18:10:0,Rate Field,Chicago White Sox,Houston Astros,5,4,Chicago White Sox
510,6,05-04-2025 18:10:0,American Family Field,Milwaukee Brewers,Chicago Cubs,4,0,Milwaukee Brewers
512,6,05-04-2025 18:35:0,Globe Life Field,Texas Rangers,Seattle Mariners,8,1,Texas Rangers
513,6,05-04-2025 20:5:0,Oracle Park,San Francisco Giants,Colorado Rockies,9,3,San Francisco Giants
514,6,05-04-2025 20:7:0,Angel Stadium,Los Angeles Angels,Detroit Tigers,1,13,Detroit Tigers
515,6,05-04-2025 20:10:0,Great American Ball Park,Cincinnati Reds,Washington Nationals,1,4,Washington Nationals
489,6,05-04-2025 22:15:0,Busch Stadium,St. Louis Cardinals,New York Mets,5,4,St. Louis Cardinals
516,6,05-04-2025 23:10:0,Truist Park,Atlanta Braves,Los Angeles Dodgers,4,3,Atlanta Braves
517,6,05-05-2025 22:40:0,loanDepot park,Miami Marlins,Los Angeles Dodgers,4,7,Los Angeles Dodgers
519,6,05-05-2025 23:5:0,Yankee Stadium,New York Yankees,San Diego Padres,3,4,San Diego Padres
520,6,05-05-2025 23:15:0,Truist Park,Atlanta Braves,Cincinnati Reds,4,0,Atlanta Braves
521,6,05-05-2025 23:40:0,Wrigley Field,Chicago Cubs,San Francisco Giants,9,2,Chicago Cubs
522,6,05-05-2025 23:40:0,Kauffman Stadium,Kansas City Royals,Chicago White Sox,3,0,Kansas City Royals
523,6,05-05-2025 23:40:0,American Family Field,Milwaukee Brewers,Houston Astros,5,1,Milwaukee Brewers
524,6,05-05-2025 23:45:0,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,6,3,St. Louis Cardinals
525,6,05-06-2025 1:40:0,Chase Field,Arizona Diamondbacks,New York Mets,4,5,New York Mets
526,6,05-06-2025 2:5:0,Sutter Health Park,Athletics,Seattle Mariners,7,6,Athletics
528,6,05-06-2025 19:35:0,Nationals Park,Washington Nationals,Cleveland Guardians,10,9,Washington Nationals
518,6,05-06-2025 19:40:0,Nationals Park,Washington Nationals,Cleveland Guardians,1,9,Cleveland Guardians
527,6,05-06-2025 22:40:0,loanDepot park,Miami Marlins,Los Angeles Dodgers,5,4,Miami Marlins
529,6,05-06-2025 22:45:0,Fenway Park,Boston Red Sox,Texas Rangers,1,6,Texas Rangers
530,6,05-06-2025 23:5:0,George M. Steinbrenner Field,Tampa Bay Rays,Philadelphia Phillies,4,8,Philadelphia Phillies
531,6,05-06-2025 23:5:0,Yankee Stadium,New York Yankees,San Diego Padres,12,3,New York Yankees
532,6,05-06-2025 23:15:0,Truist Park,Atlanta Braves,Cincinnati Reds,2,1,Atlanta Braves
533,6,05-06-2025 23:40:0,Wrigley Field,Chicago Cubs,San Francisco Giants,5,14,San Francisco Giants
534,6,05-06-2025 23:40:0,Target Field,Minnesota Twins,Baltimore Orioles,9,1,Minnesota Twins
535,6,05-06-2025 23:40:0,Kauffman Stadium,Kansas City Royals,Chicago White Sox,4,3,Kansas City Royals
536,6,05-06-2025 23:40:0,American Family Field,Milwaukee Brewers,Houston Astros,4,3,Milwaukee Brewers
537,6,05-06-2025 23:45:0,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,2,1,St. Louis Cardinals
539,6,05-07-2025 1:38:0,Angel Stadium,Los Angeles Angels,Toronto Blue Jays,8,3,Los Angeles Angels
540,6,05-07-2025 1:40:0,Chase Field,Arizona Diamondbacks,New York Mets,5,1,Arizona Diamondbacks
541,6,05-07-2025 2:5:0,Sutter Health Park,Athletics,Seattle Mariners,3,5,Seattle Mariners
542,7,05-07-2025 16:5:0,Nationals Park,Washington Nationals,Cleveland Guardians,6,8,Cleveland Guardians
543,7,05-07-2025 17:10:0,American Family Field,Milwaukee Brewers,Houston Astros,1,9,Houston Astros
544,7,05-07-2025 17:15:0,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,5,0,St. Louis Cardinals
545,7,05-07-2025 18:20:0,Wrigley Field,Chicago Cubs,San Francisco Giants,1,3,San Francisco Giants
546,7,05-07-2025 19:35:0,Sutter Health Park,Athletics,Seattle Mariners,5,6,Seattle Mariners
547,7,05-07-2025 19:40:0,Chase Field,Arizona Diamondbacks,New York Mets,1,7,New York Mets
548,7,05-07-2025 20:40:0,loanDepot park,Miami Marlins,Los Angeles Dodgers,1,10,Los Angeles Dodgers
549,7,05-07-2025 22:45:0,Fenway Park,Boston Red Sox,Texas Rangers,6,4,Boston Red Sox
550,7,05-07-2025 23:5:0,George M. Steinbrenner Field,Tampa Bay Rays,Philadelphia Phillies,0,7,Philadelphia Phillies
551,7,05-07-2025 23:5:0,Yankee Stadium,New York Yankees,San Diego Padres,4,3,New York Yankees
552,7,05-07-2025 23:15:0,Truist Park,Atlanta Braves,Cincinnati Reds,3,4,Cincinnati Reds
553,7,05-07-2025 23:40:0,Target Field,Minnesota Twins,Baltimore Orioles,5,2,Minnesota Twins
554,7,05-07-2025 23:40:0,Kauffman Stadium,Kansas City Royals,Chicago White Sox,2,1,Kansas City Royals
555,7,05-08-2025 0:40:0,Coors Field,Colorado Rockies,Detroit Tigers,6,8,Detroit Tigers
556,7,05-08-2025 1:38:0,Angel Stadium,Los Angeles Angels,Toronto Blue Jays,5,4,Los Angeles Angels
557,7,05-08-2025 17:10:0,Target Field,Minnesota Twins,Baltimore Orioles,5,2,Minnesota Twins
558,7,05-08-2025 17:35:0,Fenway Park,Boston Red Sox,Texas Rangers,5,0,Boston Red Sox
559,7,05-08-2025 18:10:0,Kauffman Stadium,Kansas City Royals,Chicago White Sox,10,0,Kansas City Royals
560,7,05-08-2025 19:10:0,Coors Field,Colorado Rockies,Detroit Tigers,2,10,Detroit Tigers
538,7,05-08-2025 19:15:0,Coors Field,Colorado Rockies,Detroit Tigers,1,11,Detroit Tigers
561,7,05-08-2025 23:5:0,George M. Steinbrenner Field,Tampa Bay Rays,Philadelphia Phillies,6,7,Philadelphia Phillies
562,7,05-08-2025 23:15:0,Truist Park,Atlanta Braves,Cincinnati Reds,5,4,Atlanta Braves
563,7,05-09-2025 1:38:0,Angel Stadium,Los Angeles Angels,Toronto Blue Jays,5,8,Toronto Blue Jays
564,7,05-09-2025 1:40:0,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,5,3,Arizona Diamondbacks
565,7,05-09-2025 22:40:0,Comerica Park,Detroit Tigers,Texas Rangers,2,1,Detroit Tigers
566,7,05-09-2025 22:40:0,PNC Park,Pittsburgh Pirates,Atlanta Braves,3,2,Pittsburgh Pirates
567,7,05-09-2025 22:45:0,Nationals Park,Washington Nationals,St. Louis Cardinals,0,10,St. Louis Cardinals
568,7,05-09-2025 23:5:0,George M. Steinbrenner Field,Tampa Bay Rays,Milwaukee Brewers,4,3,Tampa Bay Rays
569,7,05-09-2025 23:10:0,Citi Field,New York Mets,Chicago Cubs,7,2,New York Mets
570,7,05-09-2025 23:10:0,Progressive Field,Cleveland Guardians,Philadelphia Phillies,6,0,Cleveland Guardians
571,7,05-09-2025 23:40:0,Kauffman Stadium,Kansas City Royals,Boston Red Sox,2,1,Kansas City Royals
572,7,05-09-2025 23:40:0,Rate Field,Chicago White Sox,Miami Marlins,6,2,Chicago White Sox
573,7,05-10-2025 0:10:0,Daikin Park,Houston Astros,Cincinnati Reds,3,0,Houston Astros
574,7,05-10-2025 0:10:0,Target Field,Minnesota Twins,San Francisco Giants,3,1,Minnesota Twins
575,7,05-10-2025 0:40:0,Coors Field,Colorado Rockies,San Diego Padres,9,13,San Diego Padres
576,7,05-10-2025 1:38:0,Angel Stadium,Los Angeles Angels,Baltimore Orioles,1,4,Baltimore Orioles
577,7,05-10-2025 1:40:0,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,11,14,Los Angeles Dodgers
578,7,05-10-2025 1:40:0,T-Mobile Park,Seattle Mariners,Toronto Blue Jays,3,6,Toronto Blue Jays
579,7,05-10-2025 2:5:0,Sutter Health Park,Athletics,New York Yankees,2,10,New York Yankees
580,7,05-10-2025 20:5:0,Nationals Park,Washington Nationals,St. Louis Cardinals,2,4,St. Louis Cardinals
581,7,05-10-2025 20:5:0,PNC Park,Pittsburgh Pirates,Atlanta Braves,2,3,Atlanta Braves
582,7,05-10-2025 20:5:0,Sutter Health Park,Athletics,New York Yankees,11,7,Athletics
583,7,05-10-2025 20:10:0,George M. Steinbrenner Field,Tampa Bay Rays,Milwaukee Brewers,3,2,Tampa Bay Rays
584,7,05-10-2025 22:10:0,Comerica Park,Detroit Tigers,Texas Rangers,3,10,Texas Rangers
585,7,05-10-2025 22:10:0,Progressive Field,Cleveland Guardians,Philadelphia Phillies,1,7,Philadelphia Phillies
586,7,05-10-2025 23:10:0,Daikin Park,Houston Astros,Cincinnati Reds,9,13,Cincinnati Reds
587,7,05-10-2025 23:10:0,Kauffman Stadium,Kansas City Royals,Boston Red Sox,1,10,Boston Red Sox
588,7,05-10-2025 23:10:0,Rate Field,Chicago White Sox,Miami Marlins,1,3,Miami Marlins
589,7,05-10-2025 23:15:0,Citi Field,New York Mets,Chicago Cubs,5,6,Chicago Cubs
590,7,05-10-2025 23:15:0,Target Field,Minnesota Twins,San Francisco Giants,2,1,Minnesota Twins
591,7,05-11-2025 0:10:0,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,3,0,Arizona Diamondbacks
592,7,05-11-2025 0:10:0,Coors Field,Colorado Rockies,San Diego Padres,0,21,San Diego Padres
593,7,05-11-2025 1:38:0,Angel Stadium,Los Angeles Angels,Baltimore Orioles,5,2,Los Angeles Angels
594,7,05-11-2025 1:40:0,T-Mobile Park,Seattle Mariners,Toronto Blue Jays,3,6,Toronto Blue Jays
595,7,05-11-2025 16:5:0,Citi Field,New York Mets,Chicago Cubs,6,2,New York Mets
596,7,05-11-2025 17:35:0,Nationals Park,Washington Nationals,St. Louis Cardinals,1,6,St. Louis Cardinals
597,7,05-11-2025 17:35:0,PNC Park,Pittsburgh Pirates,Atlanta Braves,4,3,Pittsburgh Pirates
598,7,05-11-2025 17:40:0,Comerica Park,Detroit Tigers,Texas Rangers,1,6,Texas Rangers
599,7,05-11-2025 17:40:0,George M. Steinbrenner Field,Tampa Bay Rays,Milwaukee Brewers,2,4,Milwaukee Brewers
600,7,05-11-2025 18:10:0,Daikin Park,Houston Astros,Cincinnati Reds,6,0,Houston Astros
601,7,05-11-2025 18:10:0,Kauffman Stadium,Kansas City Royals,Boston Red Sox,1,3,Boston Red Sox
602,7,05-11-2025 18:10:0,Target Field,Minnesota Twins,San Francisco Giants,7,6,Minnesota Twins
603,7,05-11-2025 18:10:0,Rate Field,Chicago White Sox,Miami Marlins,4,2,Chicago White Sox
604,7,05-11-2025 19:10:0,Coors Field,Colorado Rockies,San Diego Padres,9,3,Colorado Rockies
605,7,05-11-2025 20:5:0,Sutter Health Park,Athletics,New York Yankees,2,12,New York Yankees
606,7,05-11-2025 20:7:0,Angel Stadium,Los Angeles Angels,Baltimore Orioles,3,7,Baltimore Orioles
607,7,05-11-2025 20:10:0,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,1,8,Los Angeles Dodgers
608,7,05-11-2025 20:10:0,T-Mobile Park,Seattle Mariners,Toronto Blue Jays,1,9,Toronto Blue Jays
609,7,05-11-2025 23:10:0,Progressive Field,Cleveland Guardians,Philadelphia Phillies,0,3,Philadelphia Phillies
610,7,05-12-2025 22:10:0,Progressive Field,Cleveland Guardians,Milwaukee Brewers,5,0,Cleveland Guardians
611,7,05-12-2025 22:40:0,Comerica Park,Detroit Tigers,Boston Red Sox,14,2,Detroit Tigers
612,7,05-12-2025 22:45:0,Citizens Bank Park,Philadelphia Phillies,St. Louis Cardinals,2,3,St. Louis Cardinals
613,7,05-12-2025 23:10:0,Citi Field,New York Mets,Pittsburgh Pirates,4,3,New York Mets
614,7,05-12-2025 23:15:0,Truist Park,Atlanta Braves,Washington Nationals,4,3,Atlanta Braves
615,7,05-12-2025 23:40:0,Wrigley Field,Chicago Cubs,Miami Marlins,5,2,Chicago Cubs
616,7,13-05-2025 00:05,Globe Life Field,Texas Rangers,Colorado Rockies,2,1,Texas Rangers
617,7,13-05-2025 00:10,Daikin Park,Houston Astros,Kansas City Royals,5,7,Kansas City Royals
618,7,13-05-2025 01:40,Petco Park,San Diego Padres,Los Angeles Angels,5,9,Los Angeles Angels
619,7,13-05-2025 01:40,T-Mobile Park,Seattle Mariners,New York Yankees,5,11,New York Yankees
620,7,13-05-2025 01:45,Oracle Park,San Francisco Giants,Arizona Diamondbacks,1,2,Arizona Diamondbacks
621,7,13-05-2025 22:10,Progressive Field,Cleveland Guardians,Milwaukee Brewers,2,0,Cleveland Guardians
623,7,13-05-2025 22:40,Comerica Park,Detroit Tigers,Boston Red Sox,10,9,Detroit Tigers
624,7,13-05-2025 22:40,Great American Ball Park,Cincinnati Reds,Chicago White Sox,1,5,Chicago White Sox
626,7,13-05-2025 23:07,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,9,11,Tampa Bay Rays
627,7,13-05-2025 23:10,Citi Field,New York Mets,Pittsburgh Pirates,2,1,New York Mets
628,7,13-05-2025 23:15,Truist Park,Atlanta Braves,Washington Nationals,5,2,Atlanta Braves
629,7,13-05-2025 23:40,Wrigley Field,Chicago Cubs,Miami Marlins,5,4,Chicago Cubs
630,7,14-05-2025 00:05,Globe Life Field,Texas Rangers,Colorado Rockies,4,1,Texas Rangers
631,7,14-05-2025 00:10,Daikin Park,Houston Astros,Kansas City Royals,2,1,Houston Astros
632,7,14-05-2025 01:40,Petco Park,San Diego Padres,Los Angeles Angels,6,4,San Diego Padres
633,7,14-05-2025 01:40,T-Mobile Park,Seattle Mariners,New York Yankees,2,1,Seattle Mariners
634,7,14-05-2025 01:45,Oracle Park,San Francisco Giants,Arizona Diamondbacks,10,6,San Francisco Giants
635,7,14-05-2025 02:10,Dodger Stadium,Los Angeles Dodgers,Athletics,1,11,Athletics
640,8,14-05-2025 16:05,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,3,6,Minnesota Twins
622,8,14-05-2025 16:10,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,6,8,Minnesota Twins
636,8,14-05-2025 17:05,Citizens Bank Park,Philadelphia Phillies,St. Louis Cardinals,2,1,Philadelphia Phillies
637,8,14-05-2025 17:10,Progressive Field,Cleveland Guardians,Milwaukee Brewers,5,9,Milwaukee Brewers
638,8,14-05-2025 19:45,Oracle Park,San Francisco Giants,Arizona Diamondbacks,7,8,Arizona Diamondbacks
639,8,14-05-2025 20:10,T-Mobile Park,Seattle Mariners,New York Yankees,2,3,New York Yankees
625,8,14-05-2025 22:15,Citizens Bank Park,Philadelphia Phillies,St. Louis Cardinals,7,14,St. Louis Cardinals
641,8,14-05-2025 22:40,Comerica Park,Detroit Tigers,Boston Red Sox,6,5,Detroit Tigers
642,8,14-05-2025 23:07,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,3,1,Toronto Blue Jays
643,8,14-05-2025 23:10,Citi Field,New York Mets,Pittsburgh Pirates,0,4,Pittsburgh Pirates
644,8,14-05-2025 23:14,Great American Ball Park,Cincinnati Reds,Chicago White Sox,2,4,Chicago White Sox
645,8,14-05-2025 23:15,Truist Park,Atlanta Braves,Washington Nationals,4,5,Washington Nationals
646,8,14-05-2025 23:40,Wrigley Field,Chicago Cubs,Miami Marlins,1,3,Miami Marlins
647,8,15-05-2025 00:05,Globe Life Field,Texas Rangers,Colorado Rockies,8,3,Texas Rangers
648,8,15-05-2025 00:10,Daikin Park,Houston Astros,Kansas City Royals,4,3,Houston Astros
649,8,15-05-2025 01:40,Petco Park,San Diego Padres,Los Angeles Angels,5,1,San Diego Padres
650,8,15-05-2025 02:10,Dodger Stadium,Los Angeles Dodgers,Athletics,9,3,Los Angeles Dodgers
651,8,15-05-2025 16:15,Truist Park,Atlanta Braves,Washington Nationals,5,2,Atlanta Braves
652,8,15-05-2025 16:35,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,0,4,Minnesota Twins
653,8,15-05-2025 16:40,Great American Ball Park,Cincinnati Reds,Chicago White Sox,7,1,Cincinnati Reds
654,8,15-05-2025 19:07,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,3,8,Tampa Bay Rays
655,8,16-05-2025 00:05,Globe Life Field,Texas Rangers,Houston Astros,1,0,Texas Rangers
656,8,16-05-2025 02:10,Dodger Stadium,Los Angeles Dodgers,Athletics,19,2,Los Angeles Dodgers
657,8,16-05-2025 18:20,Wrigley Field,Chicago Cubs,Chicago White Sox,13,3,Chicago Cubs
658,8,16-05-2025 21:10,Great American Ball Park,Cincinnati Reds,Cleveland Guardians,5,4,Cincinnati Reds
659,8,16-05-2025 22:45,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,8,4,Philadelphia Phillies
660,8,16-05-2025 23:05,Oriole Park at Camden Yards,Baltimore Orioles,Washington Nationals,3,4,Washington Nationals
661,8,16-05-2025 23:05,Yankee Stadium,New York Yankees,New York Mets,6,2,New York Yankees
662,8,16-05-2025 23:07,Rogers Centre,Toronto Blue Jays,Detroit Tigers,4,5,Detroit Tigers
663,8,16-05-2025 23:10,Fenway Park,Boston Red Sox,Atlanta Braves,2,4,Atlanta Braves
664,8,16-05-2025 23:10,loanDepot park,Miami Marlins,Tampa Bay Rays,9,4,Miami Marlins
665,8,16-05-2025 23:40,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,3,10,St. Louis Cardinals
666,8,17-05-2025 00:05,Globe Life Field,Texas Rangers,Houston Astros,3,6,Houston Astros
667,8,17-05-2025 00:10,American Family Field,Milwaukee Brewers,Minnesota Twins,0,3,Minnesota Twins
668,8,17-05-2025 01:40,Chase Field,Arizona Diamondbacks,Colorado Rockies,8,0,Arizona Diamondbacks
669,8,17-05-2025 01:40,Petco Park,San Diego Padres,Seattle Mariners,1,5,Seattle Mariners
670,8,17-05-2025 02:10,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,2,6,Los Angeles Angels
671,8,17-05-2025 02:15,Oracle Park,San Francisco Giants,Athletics,9,1,San Francisco Giants
672,8,17-05-2025 17:05,Yankee Stadium,New York Yankees,New York Mets,2,3,New York Mets
673,8,17-05-2025 18:20,Wrigley Field,Chicago Cubs,Chicago White Sox,7,3,Chicago Cubs
674,8,17-05-2025 19:07,Rogers Centre,Toronto Blue Jays,Detroit Tigers,2,1,Toronto Blue Jays
675,8,17-05-2025 20:05,Oriole Park at Camden Yards,Baltimore Orioles,Washington Nationals,6,10,Washington Nationals
676,8,17-05-2025 20:10,loanDepot park,Miami Marlins,Tampa Bay Rays,0,4,Tampa Bay Rays
677,8,17-05-2025 22:05,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,5,2,Philadelphia Phillies
678,8,17-05-2025 22:40,Great American Ball Park,Cincinnati Reds,Cleveland Guardians,4,1,Cincinnati Reds
679,8,17-05-2025 23:05,Globe Life Field,Texas Rangers,Houston Astros,5,1,Texas Rangers
680,8,17-05-2025 23:10,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,0,1,St. Louis Cardinals
681,8,17-05-2025 23:15,Fenway Park,Boston Red Sox,Atlanta Braves,7,6,Boston Red Sox
682,8,17-05-2025 23:15,American Family Field,Milwaukee Brewers,Minnesota Twins,0,7,Minnesota Twins
683,8,18-05-2025 00:10,Chase Field,Arizona Diamondbacks,Colorado Rockies,12,14,Colorado Rockies
684,8,18-05-2025 00:40,Petco Park,San Diego Padres,Seattle Mariners,1,4,Seattle Mariners
685,8,18-05-2025 01:05,Oracle Park,San Francisco Giants,Athletics,1,0,San Francisco Giants
686,8,18-05-2025 01:10,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,9,11,Los Angeles Angels
687,8,18-05-2025 17:05,Globe Life Field,Texas Rangers,Houston Astros,3,4,Houston Astros
688,8,18-05-2025 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Washington Nationals,4,10,Washington Nationals
689,8,18-05-2025 17:35,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,1,0,Philadelphia Phillies
690,8,18-05-2025 17:35,Fenway Park,Boston Red Sox,Atlanta Braves,4,10,Atlanta Braves
691,8,18-05-2025 17:37,Rogers Centre,Toronto Blue Jays,Detroit Tigers,2,3,Detroit Tigers
692,8,18-05-2025 17:40,Great American Ball Park,Cincinnati Reds,Cleveland Guardians,3,1,Cincinnati Reds
693,8,18-05-2025 17:40,loanDepot park,Miami Marlins,Tampa Bay Rays,5,1,Miami Marlins
694,8,18-05-2025 18:10,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,2,1,Kansas City Royals
695,8,18-05-2025 18:10,American Family Field,Milwaukee Brewers,Minnesota Twins,5,2,Milwaukee Brewers
696,8,18-05-2025 18:20,Wrigley Field,Chicago Cubs,Chicago White Sox,6,2,Chicago Cubs
697,8,18-05-2025 20:05,Oracle Park,San Francisco Giants,Athletics,3,2,San Francisco Giants
698,8,18-05-2025 20:10,Chase Field,Arizona Diamondbacks,Colorado Rockies,1,0,Arizona Diamondbacks
699,8,18-05-2025 20:10,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,4,6,Los Angeles Angels
700,8,18-05-2025 20:10,Petco Park,San Diego Padres,Seattle Mariners,1,6,Seattle Mariners
701,8,18-05-2025 23:10,Yankee Stadium,New York Yankees,New York Mets,8,2,New York Yankees
702,8,19-05-2025 22:40,PNC Park,Pittsburgh Pirates,Cincinnati Reds,1,7,Cincinnati Reds
703,8,19-05-2025 22:40,loanDepot park,Miami Marlins,Chicago Cubs,8,7,Miami Marlins
704,8,19-05-2025 22:45,Fenway Park,Boston Red Sox,New York Mets,3,1,Boston Red Sox
705,8,19-05-2025 23:05,George M. Steinbrenner Field,Tampa Bay Rays,Houston Astros,3,4,Houston Astros
707,8,19-05-2025 23:40,Rate Field,Chicago White Sox,Seattle Mariners,1,5,Seattle Mariners
708,8,19-05-2025 23:40,American Family Field,Milwaukee Brewers,Baltimore Orioles,5,4,Milwaukee Brewers
709,8,19-05-2025 23:45,Busch Stadium,St. Louis Cardinals,Detroit Tigers,11,4,St. Louis Cardinals
710,8,20-05-2025 00:40,Coors Field,Colorado Rockies,Philadelphia Phillies,3,9,Philadelphia Phillies
711,8,20-05-2025 01:45,Oracle Park,San Francisco Giants,Kansas City Royals,1,3,Kansas City Royals
712,8,20-05-2025 02:05,Sutter Health Park,Athletics,Los Angeles Angels,3,4,Los Angeles Angels
713,8,20-05-2025 02:10,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,5,9,Arizona Diamondbacks
714,8,20-05-2025 22:40,PNC Park,Pittsburgh Pirates,Cincinnati Reds,1,0,Pittsburgh Pirates
715,8,20-05-2025 22:40,loanDepot park,Miami Marlins,Chicago Cubs,1,14,Chicago Cubs
716,8,20-05-2025 22:45,Fenway Park,Boston Red Sox,New York Mets,2,0,Boston Red Sox
717,8,20-05-2025 22:45,Nationals Park,Washington Nationals,Atlanta Braves,5,3,Washington Nationals
718,8,20-05-2025 23:05,George M. Steinbrenner Field,Tampa Bay Rays,Houston Astros,3,2,Tampa Bay Rays
719,8,20-05-2025 23:05,Yankee Stadium,New York Yankees,Texas Rangers,5,2,New York Yankees
720,8,20-05-2025 23:07,Rogers Centre,Toronto Blue Jays,San Diego Padres,3,0,Toronto Blue Jays
722,8,20-05-2025 23:40,Rate Field,Chicago White Sox,Seattle Mariners,1,0,Chicago White Sox
723,8,20-05-2025 23:40,American Family Field,Milwaukee Brewers,Baltimore Orioles,5,2,Milwaukee Brewers
724,8,20-05-2025 23:45,Busch Stadium,St. Louis Cardinals,Detroit Tigers,4,5,Detroit Tigers
725,8,21-05-2025 00:40,Coors Field,Colorado Rockies,Philadelphia Phillies,4,7,Philadelphia Phillies
726,8,21-05-2025 01:45,Oracle Park,San Francisco Giants,Kansas City Royals,3,2,San Francisco Giants
727,8,21-05-2025 02:05,Sutter Health Park,Athletics,Los Angeles Angels,5,7,Los Angeles Angels
728,8,21-05-2025 02:10,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,4,3,Los Angeles Dodgers
729,9,21-05-2025 16:35,PNC Park,Pittsburgh Pirates,Cincinnati Reds,3,1,Pittsburgh Pirates
706,9,21-05-2025 17:10,Target Field,Minnesota Twins,Cleveland Guardians,6,5,Minnesota Twins
730,9,21-05-2025 17:10,George M. Steinbrenner Field,Tampa Bay Rays,Houston Astros,8,4,Tampa Bay Rays
732,9,21-05-2025 17:10,loanDepot park,Miami Marlins,Chicago Cubs,1,2,Chicago Cubs
733,9,21-05-2025 17:10,American Family Field,Milwaukee Brewers,Baltimore Orioles,4,8,Baltimore Orioles
734,9,21-05-2025 17:15,Busch Stadium,St. Louis Cardinals,Detroit Tigers,1,5,Detroit Tigers
735,9,21-05-2025 18:10,Rate Field,Chicago White Sox,Seattle Mariners,5,6,Seattle Mariners
